City_ID,city,lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
194,drogheda,43.919,46.7102,4.6,60,100,3.85,RU,1704341071
196,tual,36.7167,140.7167,11.72,60,61,8.05,JP,1704341071
197,gros islet,41.1415,-73.3579,4.0,69,100,2.06,US,1704340945
200,pervomayskoye,21.4612,-71.1419,24.84,74,97,7.22,TC,1704341012
202,takahagi,4.9167,-52.2667,26.02,89,100,2.06,GF,1704341072
203,westport,15.3652,119.9582,27.42,74,7,3.73,PH,1704341073
204,puerto san carlos,35.0136,-1.748,10.64,46,49,1.15,DZ,1704341073
205,luanda,35.7333,140.8333,15.16,53,88,11.57,JP,1704341073
206,vredendal,35.7565,-83.9705,3.98,85,100,2.57,US,1704341073
207,cockburn town,57.0531,-135.33,7.94,66,100,7.2,US,1704341073
208,tocopilla,50.6672,21.8401,6.96,92,56,0.45,PL,1704341074
211,nedroma,4.8699,-2.2405,26.25,86,38,3.01,GH,1704341074
212,hasaki,10.4167,-13.5833,21.79,95,0,0.43,GN,1704341074
214,sitka,1.55,110.3333,33.34,76,40,1.54,MY,1704341075
216,gobabis,60.3725,93.0408,-33.57,100,86,1.79,RU,1704341075
217,auki,28.017,-97.5169,12.92,74,54,3.61,US,1704341075
218,axim,15.1333,-89.3667,21.22,99,25,0.46,GT,1704341076
219,fria,18.4838,-66.8449,24.35,89,66,2.24,PR,1704341076
220,bel ombre,25.9155,13.9184,10.97,46,1,3.38,LY,1704341076
221,kuching,62.6683,131.1683,-34.73,99,72,1.63,RU,1704341076
222,coquimbo,26.9147,70.9181,14.11,22,0,3.96,IN,1704341076
224,san patricio,52.2704,-9.7026,6.19,83,9,3.62,IE,1704341077
227,murzuq,39.1834,-84.5333,1.69,79,100,5.14,US,1704340933
230,minas de marcona,53.0522,60.6467,-2.77,91,100,6.26,RU,1704341078
231,tralee,50.9333,6.95,8.87,85,100,6.69,DE,1704340882
233,luwingu,50.9996,2.1078,10.03,86,69,8.86,FR,1704341079
235,rio grande,10.9333,108.1,32.8,38,8,2.98,VN,1704341079
236,christchurch,31.1667,97.2333,-6.56,39,95,0.77,CN,1704341079
237,kartaly,32.767,22.6367,14.83,77,2,4.94,LY,1704341079
238,colonia,64.1835,-51.7216,-5.07,93,100,10.8,GL,1704340860
239,callao,1.7159,44.7717,24.55,77,100,5.4,SO,1704341080
240,grand-fort-philippe,40.1629,-8.3327,9.49,91,76,0.77,PT,1704341080
243,espargos,1.2472,111.4528,30.01,74,20,0.0,MY,1704341081
245,darnah,49.4212,130.0842,-12.91,92,100,1.79,RU,1704341081
